FORMA|LEMMA|ETIMO|LANG|POS|FUNCT||ADPTYPE|ADVTYPE|ADVTYPE2|CASE|DEGREE|DETERTYPE|GENDER|MOOD|MWES|NUMBER|NUMTYPE|PARTTYPE|PERSON|PRONTYPE|PROPERTY|TENSE|VERBFORM|VOICE|g|h|p|v
asavoir|savoir|SAPERE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
ascondiroit|esondire|*EXCONDICERE||verb||||||||||cnd||sing|||3||trans|pres|fin|act|g||p|v
asegier|assegier|SEDICARE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
asemblees|assembler|ASSIMULARE||verb|compPass||||||||masc|part|mwes|plur||||||past|ind||g||p|v
asembleront|assembler|ASSIMULARE||verb||||||||||||plur|||3||trans|fut|ind|act|g||p|v
asenbla|assembler|ASSIMILARE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
asenblees|assembler|ASSIMULARE||verb|compPass||||||||masc|part|mwes|plur||||||past|ind||g||p|v
asenblee|assemblee|ASSIMILARE||noun|||||||||fem|||sing|||||||||g||p|v
asenblerent|assembler|ASSIMILARE||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
asenbler|assembler|ASSIMULARE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
asenblés|assembler|ASSIMILARE||verb|compTens||||||||masc|part|mwes|plur||||||past|ind||g||p|v
asenés|assener|SINNO-||verb||||||||||||plur|||2||intr|pres|ind||g||p|v
aseoir|asseoir (TLF)|SEDERE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
aseüree|assëurer|*ASSECURARE||verb|compPass||||||||fem|part|mwes|sing||||||past|ind||g||p|v
asimee|acesmer|*ACCISMARE||verb|Adj||||||||fem|part||sing||||||past|ind||g||p|v
asise|asseoir (TLF)|SEDERE||verb|compPass||||||||fem|part|mwes|sing||||||past|ind||g||p|v
asise|asseoir (TLF)|SEDERE||verb|compTens||||||||fem|part|mwes|sing||||||past|ind||g||p|v
asisma|acesmer|*ACCISMARE||verb||||||||||||sing|||3|||past|ind|rfl|g||p|v
asistrent|asseoir (TLF)|SEDERE||verb||||||||||||plur|||3|||past|ind|rfl|g||p|v
asistrent|asseoir (TLF)|SEDERE||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
asist|asseoir (TLF)|SEDERE||verb||||||||||||sing|||3|||past|ind|rfl|g||p|v
asist|asseoir (TLF)|SEDERE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
asis|asseoir (TLF)|SEDERE||verb|compPass||||||||masc|part|mwes|plur||||||past|ind||g||p|v
asis|asseoir (TLF)|SEDERE||verb|||||||||masc|part||sing||||||past|ind||g||p|v
asis|asseoir (TLF)|SEDERE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
astivement|hastivement|*HAIST||adverb||||man|||||||||||||||||g||p|v
as|avoir|HABERE||verb|auxTens||||||||||mwes|sing|||2|||pres|ind||g||p|v
as|a3|AD||adposition|||prepart||||||||||||||||||g||p|v
asés|assez|AD SATIS||adverb|||||||||||||||||||||g||p|v
asé|assez|AD SATIS||adverb|||||||||||||||||||||g||p|v
asïens|anciien|ANTE||adjective|Noun|||||nom|||masc|||plur|||||||||g||p|v
atacha|atachier2|*STAKKA||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
ataint|ataindre|ATTINGERE||verb|auxPass||||||||masc|part|mwes|sing||||||past|ind||g||p|v
atalenta|atalenter|TALENTUM||verb||||||||||||sing|||3||intr|past|ind||g||p|v
atant|tant|TANTUS||adverb||||tim|||||||||||||||||g||p|v
ateines|Athènes|||propernoun|||||||||fem|||sing|||||||||g||p|v
atendance|atendance|ATTENDERE||noun|||||||||fem|||sing|||||||||g||p|v
atendoient|atendre|ATTENDERE||verb||||||||||imp||plur|||3||intr||ind||g||p|v
atendon|Atenedon|||propernoun||||||acc|||masc|||sing|||||||||g||p|v
atendés|atendre|ATTENDERE||verb||||||||||imp||plur|||2||intr|pres|fin||g||p|v
atenedon|Atenedon|||propernoun||||||acc|||masc|||sing|||||||||g||p|v
atenedon|Atenedon|||propernoun||||||nom|||masc|||sing|||||||||g||p|v
athenes|Athènes|||propernoun|||||||||fem|||sing|||||||||g||p|v
athenor|Anténor|||propernoun||||||acc|||masc|||sing|||||||||g||p|v
athenor|Anténor|||propernoun||||||nom|||masc|||sing|||||||||g||p|v
atornee|atorner|TORNARE||verb|compPass||||||||fem|part|mwes|sing||||||past|ind||g||p|v
atornee|atorner|TORNARE||verb|||||||||fem|part||sing||||||past|ind||g||p|v
atornerent|atorner|TORNARE||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
atorner|atorner|TORNARE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
atornés|atorner|TORNARE||verb|compPass||||||||masc|part|mwes|plur||||||past|ind||g||p|v
atornés|atorner|TORNARE||verb|compTens||||||||masc|part|mwes|plur||||||past|ind||g||p|v
atornés|atorner|TORNARE||verb|compPass||||||||masc|part|mwes|sing||||||past|ind||g||p|v
auberc|herberc|*HARIBERGôN||noun||||||acc|||masc|||sing|||||||||g||p|v
aubers|herberc|*HARIBERGôN||noun||||||acc|||masc|||plur|||||||||g||p|v
aucune|aucun|ALIQUIS||determiner||||||||ind|fem|||sing|||||||||g||p|v
aucun|aucun|ALIQUIS||determiner||||||nom||ind|masc|||sing|||||||||g||p|v
auqans|aucant|ALIQUANTUS||adverb|||||ind||||||||||||||||g||p|v
auqes|auques|ALIQUID||adverb|||||||||||||||||||||g||p|v
auquant|aucant|ALIQUANTUS||adverb|||||ind||||||||||||||||g||p|v
auques|auques|ALIQUID||adverb|||||||||||||||||||||g||p|v
ausi_com|aussi|SIC||adverb|Adv||||||||||mwes||||||||||g||p|v
ausi_qe|aussi|SIC||adverb|SConj ||||||||||mwes||||||||||g||p|v
ausi|aussi|SIC||adverb|||||||||||||||||||||g||p|v
aussi|aussi|SIC||adverb|||||||||||||||||||||g||p|v
aus|haut|ALTUS||adjective||||||acc|||masc|||plur|||||||||g||p|v
aus|haut|ALTUS||adjective||||||nom|||masc|||plur|||||||||g||p|v
autel|autel2|ALTARE||noun||||||acc|||masc|||sing|||||||||g||p|v
autement|hautement|ALTUS||adverb|||||||||||||||||||||g||p|v
autesse|hautece|ALTITIA||noun|||||||||fem|||sing|||||||||g||p|v
autes|haut|ALTUS||adjective|||||||||fem|||plur|||||||||g||p|v
aute|haut|haut||adjective||||||nom|||masc|||sing|||||||||g||p|v
aute|haut|ALTUS||adjective|||||||||fem|||sing|||||||||g||p|v
autre_fois|fois|VICES||noun|Adv||||||||fem|||sing|||||||||g||p|v
autre_tel|autretel|TALIS||determiner||||||acc||ind|masc|||sing|||||||||g||p|v
autrees|autre|ALTER||determiner||||||||ind|fem|||plur|||||||||g||p|v
autrement|autrement|ALTER||adverb|||||||||||||||||||||g||p|v
autressi|autresi|SIC||adverb|||||||||||||||||||||g||p|v
autres|autre|ALTER||determiner||||||acc||ind|masc|||plur|||||||||g||p|v
autres|autre|ALTER||determiner||||||||ind|fem|||plur|||||||||g||p|v
autres|autre|ALTER||determiner||||||acc||ind|masc|||sing|||||||||g||p|v
autres|autre|ALTER||pronoun||||||nom|||masc|||plur||||ind|||||g||p|v
autres|autre|ALTER||pronoun||||||acc|||masc|||plur||||ind|||||g||p|v
autres|autre|ALTER||determiner||||||nom||ind|masc|||plur|||||||||g||p|v
autre|autre|ALTER||pronoun||||||acc|||neut|||sing||||ind|||||g||p|v
autre|autre|ALTER||determiner||||||acc||ind|masc|||sing|||||||||g||p|v
autre|autre|ALTER||determiner||||||acc||ind|masc|||plur|||||||||g||p|v
autre|autre|ALTER||determiner||||||||ind|fem|||sing|||||||||g||p|v
autre|autre|ALTER||determiner||||||||ind|fem|||plur|||||||||g||p|v
autre|autre|ALTER||pronoun||||||acc|||masc|||sing||||ind|||||g||p|v
autre|autre|ALTER||pronoun|||||||||fem|||sing||||ind|||||g||p|v
aut|haut|ALTUS||adjective||||||acc|||masc|||sing|||||||||g||p|v
aut|haut|ALTUS||adjective||||||nom|||masc|||plur|||||||||g||p|v
aut|haut|ALTUS||adjective||||||nom|||masc|||sing|||||||||g||p|v
au|a3|AD||adposition|||prepart||||||||||||||||||g||p|v
aval|aval|VALLIS||adverb||||loc|||||||||||||||||g||p|v
avant_qe|avant|ABANTE||adverb|SConj ||||||||||||||||||||g||p|v
avant_q’|avant|ABANTE||adverb|SConj ||||||||||mwes||||||||||g||p|v
avant|avant|ABANTE||adposition|||||||||||||||||||||g||p|v
avant|avant|ABANTE||adverb|||||||||||||||||||||g||p|v
avec|avuec|AB HOC||adverb||||tim|||||||||||||||||g||p|v
avec|avuec|AB HOC||adposition|||||||||||||||||||||g||p|v
avendra|avenir|ADVENIRE||verb||||||||||||sing|||3||intr|fut|ind||g||p|v
avendroit|avenir|ADVENIRE||verb||||||||||cnd||sing|||3||intr|pres|fin||g||p|v
avenir|avenir|ADVENIRE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
avenist|avenir|ADVENIRE||verb||||||||||imp||sing|||3||intr||fin||g||p|v
avenoit|avenir|ADVENIRE||verb||||||||||imp||sing|||3||intr||ind||g||p|v
aventure|aventure|*ADVENTURA||noun|||||||||fem|||sing|||||||||g||p|v
avenues|avenir|ADVENIRE||verb|compTens||||||||fem|part|mwes|plur||||||past|ind||g||p|v
avenus|avenir|ADVENIRE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
avenu|avenir|ADVENIRE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
aviengne|avenir|ADVENIRE||verb||||||||||sub||sing|||3||intr|pres|fin||g||p|v
avient|avenir|ADVENIRE||verb||||||||||||sing|||3||intr|pres|ind||g||p|v
avint|avenir|ADVENIRE||verb||||||||||||sing|||3||intr|past|ind||g||p|v
avions|avoir|HABERE||verb||||||||||imp||plur|||1||trans||ind|act|g||p|v
avironee|avironer|VIBRARE||verb|compPass||||||||fem|part|mwes|sing||||||past|ind||g||p|v
avironee|avironer|VIBRARE||verb|||||||||fem|part||plur||||||past|ind||g||p|v
avision|avision|VISIO||noun|||||||||fem|||sing|||||||||g||p|v
avis|avis|VISUS1||noun||||||nom|||masc|||sing|||||||||g||p|v
avoient|avoir|HABERE||verb|auxTens|||||||||imp|mwes|plur|||3||||ind||g||p|v
avoient|avoir|HABERE||verb||||||||||imp||plur|||3||trans||ind|act|g||p|v
avoir|avoir|HABERE||verb|Noun|||||||||inf||||||||pres|ind||g||p|v
avoir|avoir|HABERE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
avoit|avoir|HABERE||verb||||||||||imp||sing|||3||intr||ind||g||p|v
avoit|avoir|HABERE||verb|auxTens|||||||||imp|mwes|sing|||3||||ind||g||p|v
avoit|avoir|HABERE||verb||||||||||imp||sing|||3||trans||ind|act|g||p|v
avons|avoir|HABERE||verb|auxTens||||||||||mwes|plur|||1|||pres|ind||g||p|v
avons|avoir|HABERE||verb||||||||||||plur|||1||trans|pres|ind|act|g||p|v
avos|avoir|HABERE||verb||||||||||||plur|||1||trans|pres|ind|act|g||p|v
avrais|avoir|HABERE||verb|auxTens||||||||||mwes|sing|||2|||fut|ind||g||p|v
avrai|avoir|HABERE||verb||||||||||||sing|||1||trans|fut|ind|act|g||p|v
avras|avoir|HABERE||verb|auxTens||||||||||mwes|sing|||2|||fut|ind||g||p|v
avras|avoir|HABERE||verb||||||||||||sing|||2||trans|fut|ind|act|g||p|v
avra|avoir|HABERE||verb|auxTens||||||||||mwes|sing|||3|||fut|ind||g||p|v
avra|avoir|HABERE||verb||||||||||||sing|||3||intr|fut|ind||g||p|v
avra|avoir|HABERE||verb||||||||||||sing|||3||trans|fut|ind|act|g||p|v
avril|avril|APRILIS||noun||||||acc|||masc|||sing|||||||||g||p|v
avroit|avoir|HABERE||verb||||||||||||sing|||3||trans|fut|ind|act|g||p|v
avrons|avoir|HABERE||verb||||||||||||plur|||1||trans|fut|ind|act|g||p|v
avrons|avoir|HABERE||verb|auxTens||||||||||mwes|plur|||1|||fut|ind||g||p|v
avront|avoir|HABERE||verb|auxTens||||||||||mwes|plur|||3|||fut|ind||g||p|v
avront|avoir|HABERE||verb||||||||||||plur|||3||trans|fut|ind|act|g||p|v
avrés|avoir|HABERE||verb||||||||||||plur|||2||trans|fut|ind|act|g||p|v
avrés|avoir|HABERE||verb|auxTens||||||||||mwes|plur|||2|||fut|ind||g||p|v
avés|avoir|HABERE||verb||||||||||||plur|||2||trans|pres|ind|act|g||p|v
avés|avoir|HABERE||verb|auxTens||||||||||mwes|plur|||2|||pres|ind||g||p|v
a|avoir|HABERE||verb||||||||||||sing|||3||intr|pres|ind||g||p|v
a|avoir|HABERE||verb|auxTens||||||||||mwes|sing|||3|||pres|ind||g||p|v
a|avoir|HABERE||verb||||||||||||sing|||3||trans|pres|ind|act|g||p|v
aïent|avoir|HABERE||verb|compTens|||||||||sub|mwes|plur|||3|||pres|fin||g||p|v
aïés|avoir|HABERE||verb||||||||||sub||plur|||2||trans|pres|fin|act|g||p|v
aïéx|avoir|HABERE||verb|auxTens|||||||||sub|mwes|plur|||2|||pres|fin||g||p|v
bacheliers|bacheler|*BACCALARIS||noun||||||nom|||masc|||plur|||||||||g||p|v
bachelier|bacheler|*BACCALARIS||noun||||||nom|||masc|||plur|||||||||g||p|v
baigna|baignier|BALNEARE||verb||||||||||||sing|||3|||past|ind|rfl|g||p|v
bailla|baillier|BAJULARE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
baillirent|baillier|BAJULARE||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
baillé|baillier|BAJULARE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
bains|bain|BALNEUM||noun||||||nom|||masc|||sing|||||||||g||p|v
bairons|baron|*BARO||noun||||||acc|||masc|||plur|||||||||g||p|v
baisast|baisier|BASIARE||verb||||||||||sub||sing|||3||trans|pres|fin|act|g||p|v
baisa|baissier|*BASSIARE||verb||||||||||||sing|||3||intr|past|ind||g||p|v
baisa|baisier|BASIARE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
baiserent|baissier|*BASSIARE||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
baiserent|baisier|BASIARE||verb||||||||||||plur|||3|||past|ind|rfl|g||p|v
baissiees|baissier|*BASSIARE||verb|||||||||fem|part||plur||||||past|ind||g||p|v
barbacaines|barbacane|BALAHANA||noun|||||||||fem|||sing|||||||||g||p|v
baronie|baronie|*BARO||noun|||||||||fem|||sing|||||||||g||p|v
barons|baron|*BARO||noun||||||acc|||masc|||sing|||||||||g||p|v
barons|baron|*BARO||noun||||||nom|||masc|||plur|||||||||g||p|v
barons|baron|*BARO||noun||||||acc|||masc|||plur|||||||||g||p|v
barons|baron|*BARO||noun||||||nom|||masc|||sing|||||||||g||p|v
baset|basset|BASSUS||adjective|Adv|||||nom|||masc|||sing|||||||||g||p|v
bastart|bastart|BASTARDUS||noun||||||nom|||masc|||sing|||||||||g||p|v
batailles|bataille|BATTUALIA||noun|||||||||fem|||plur|||||||||g||p|v
bataille|bataille|BATTUALIA||noun|||||||||fem|||sing|||||||||g||p|v
batel|batel2|BAT||noun||||||acc|||masc|||sing|||||||||g||p|v
batus|batre|BATTUERE||verb|Adj||||||||masc|part||sing||||||past|ind||g||p|v
beisoigne|besoigne|*SUNNI||noun|||||||||fem|||sing|||||||||g||p|v
beisoins|besoing|*SUNNI||noun||||||nom|||masc|||sing|||||||||g||p|v
bellement|belement|BELLUS||adverb||||man|||||||||||||||||g||p|v
belles|bel|BELLUS||adjective|||||||||fem|||plur|||||||||g||p|v
belle|bel|BELLUS||adjective|||||||||fem|||plur|||||||||g||p|v
belle|bel|BELLUS||adjective|||||||||fem|||sing|||||||||g||p|v
bel|bel|BELLUS||adjective||||||acc|||masc|||sing|||||||||g||p|v
bel|bel|BELLUS||adjective||||||nom|||neut|||sing|||||||||g||p|v
bel|bel|BELLUS||adverb||||man|||||||||||||||||g||p|v
bel|bel|BELLUS||adjective||||||nom|||masc|||sing|||||||||g||p|v
beneoit|Benoît|||noun||||||nom|||masc|||sing|||||||||g||p|v
benus|ebenus|EBENUS||noun||||||acc|||masc|||sing|||||||||g||p|v
berbis|brebix|VERVEX||noun||||||acc|||masc|||plur|||||||||g||p|v
besoignast|besoignier|*SUNNI||verb||||||||||imp||sing|||3||intr||fin||g||p|v
besoigne|besoignier|*SUNNI||verb||||||||||||sing|||3||intr|pres|ind||g||p|v
besoigne|besoigne|*SUNNI||noun|||||||||fem|||sing|||||||||g||p|v
besoignoit|besoignier|*SUNNI||verb||||||||||imp||sing|||3||intr||ind||g||p|v
bestes|beste|BESTIA||noun|||||||||fem|||plur|||||||||g||p|v
biaus|bel|BELLUS||adjective||||||nom|||masc|||plur|||||||||g||p|v
biaus|bel|BELLUS||adjective|Adv||||||||masc|||sing|||||||||g||p|v
biaus|bel|BELLUS||adjective||||||nom|||masc|||sing|||||||||g||p|v
biautés|biauté|BELLUS||noun|||||||||fem|||plur|||||||||g||p|v
biauté|biauté|BELLUS||noun|||||||||fem|||sing|||||||||g||p|v
biaux|bel|BELLUS||adjective||||||nom|||masc|||plur|||||||||g||p|v
biaux|bel|BELLUS||adjective||||||nom|||masc|||sing|||||||||g||p|v
biauz|bel|BELLUS||adjective||||||nom|||masc|||plur|||||||||g||p|v
biau|bel|BELLUS||adjective||||||acc|||masc|||sing|||||||||g||p|v
biau|bel|BELLUS||adjective||||||nom|||masc|||plur|||||||||g||p|v
biau|bel|BELLUS||adjective||||||nom|||masc|||sing|||||||||g||p|v
bia|bel|BELLUS||adjective||||||acc|||masc|||sing|||||||||g||p|v
biens|bien2|BENE||noun||||||acc|||masc|||plur|||||||||g||p|v
bien|bien2|BENE||noun||||||acc|||masc|||sing|||||||||g||p|v
bien|bien2|BENE||noun||||||acc|||masc|||plur|||||||||g||p|v
bien|bien2|BENE||adverb||||man|||||||||||||||||g||p|v
bien|bien2|BENE||noun||||||nom|||masc|||sing|||||||||g||p|v
bise|bise2|*BîSJO||noun|||||||||fem|||sing|||||||||g||p|v
bis|bis|*BOMBYCEUS||adjective||||||acc|||masc|||sing|||||||||g||p|v
bis|bis|*BOMBYCEUS||adjective||||||nom|||masc|||plur|||||||||g||p|v
blait|braire|*BRAG-||verb||||||||||||sing|||3||intr|pres|ind||g||p|v
blanches|blanc|*BLANK||adjective|||||||||fem|||plur|||||||||g||p|v
blanche|blanc|*BLANK||adjective|||||||||fem|||plur|||||||||g||p|v
blanc|blanc|*BLANK||adjective||||||acc|||masc|||sing|||||||||g||p|v
blanc|blanc|*BLANK||adjective||||||nom|||masc|||plur|||||||||g||p|v
blandons|brandon|BRAND1||noun||||||acc|||masc|||plur|||||||||g||p|v
blant|brant1|BRAND1||noun||||||acc|||masc|||sing|||||||||g||p|v
blasmee|blasmer|BLASPHEMARE||verb|compPass||||||||fem|part|mwes|sing||||||past|ind||g||p|v
blasmer|blasmer|BLASPHEMARE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
blasmés|blasmer|BLASPHEMARE||verb|compPass||||||||masc|part|mwes|sing||||||past|ind||g||p|v
bliaut|blïaut|||noun||||||acc|||masc|||sing|||||||||g||p|v
blisiéz|brisier|BRISARE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
blondes|blont|*BLUNðA-||adjective|||||||||fem|||plur|||||||||g||p|v
boche|boche|BUCCA||noun|||||||||fem|||sing|||||||||g||p|v
boisons|boisson (GDC)|BIBITIO||noun|||||||||fem|||plur|||||||||g||p|v
boivre|boivre|BIBERE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
bones|bon|BONUS||adjective|||||||||fem|||plur|||||||||g||p|v
bone|bon|BONUS||adjective|||||||||fem|||sing|||||||||g||p|v
bons|bon|BONUS||noun||||||acc|||masc|||sing|||||||||g||p|v
bons|bon|BONUS||adjective||||||acc|||masc|||plur|||||||||g||p|v
bonté|bonté|BONITAS||noun|||||||||fem|||sing|||||||||g||p|v
bon|bon|BONUS||adjective||||||acc|||masc|||sing|||||||||g||p|v
bon|bon|BONUS||adjective||||||nom|||neut|||sing|||||||||g||p|v
bon|bon|BONUS||adjective||||||acc|||masc|||plur|||||||||g||p|v
bon|bon|BONUS||adjective||||||nom|||masc|||sing|||||||||g||p|v
bordés|border1|*BORD||verb|Adj||||||||masc|part||plur||||||past|ind||g||p|v
borgiois|borjois|*BURG-||noun||||||acc|||masc|||plur|||||||||g||p|v
borgois|borjois|*BURG-||noun||||||acc|||masc|||plur|||||||||g||p|v
bornis|brunis|*BRUN||verb|Adj||||||||masc|part||plur||||||past|ind||g||p|v
bouche|boche|BUCCA||noun|||||||||fem|||sing|||||||||g||p|v
boute|boter|*BOTAN||verb||||||||||||sing|||3||trans|pres|ind|act|g||p|v
boëces|Boece|||propernoun|||||||||fem|||sing|||||||||g||p|v
braces|brace|BRACHIUM||noun|||||||||fem|||plur|||||||||g||p|v
brachet|brachet|*BRAKKO||noun||||||acc|||masc|||plur|||||||||g||p|v
braire|braire|*BRAG-||verb||||||||||inf|||||||intr|pres|ind||g||p|v
braoient|braire|*BRAG-||verb||||||||||imp||plur|||3||intr||ind||g||p|v
bras|braz|BRACHIUM||noun||||||acc|||masc|||plur|||||||||g||p|v
bras|braz|BRACHIUM||propernoun||||||acc|||masc|||sing|||||||||g||p|v
brief|brief|BREVIS||adjective||||||acc|||masc|||plur|||||||||g||p|v
briserent|brisier|BRISARE||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
buchages|boschage|*BOSK-||noun||||||nom|||masc|||plur|||||||||g||p|v
buef|buef|BOS||noun||||||acc|||masc|||sing|||||||||g||p|v
buef|buef|BOS||noun||||||nom|||masc|||plur|||||||||g||p|v
buef|buef|BOS||noun||||||acc|||masc|||plur|||||||||g||p|v
buens|bon|BONUS||adjective||||||acc|||masc|||sing|||||||||g||p|v
buens|bon|BONUS||adjective||||||nom|||neut|||sing|||||||||g||p|v
bues|buef|BOS||noun||||||nom|||masc|||plur|||||||||g||p|v
bues|buef|BOS||noun||||||acc|||masc|||plur|||||||||g||p|v
car|car|QUARE||subordinating conjunction|||||||||||||||||||||g||p|v
casaindre|Cassandre|||propernoun|||||||||fem|||sing|||||||||g||p|v
casandre|Cassandre|||propernoun|||||||||fem|||sing|||||||||g||p|v
cassandre|Cassandre|||propernoun|||||||||fem|||sing|||||||||g||p|v
castor|Castor|||propernoun||||||acc|||masc|||sing|||||||||g||p|v
castor|Castor|||propernoun||||||nom|||masc|||sing|||||||||g||p|v
ca|ça|HAC||adverb||||loc|||||||||||||||||g||p|v
ca|suen|SUUS||determiner||||||||poss|fem|||sing|||||||||g||p|v
ce_qe|ce1|HOC||pronoun|SConj ||||||||neut||mwes|sing||||dem|||||g||p|v
ce_que|ce1|HOC||pronoun|SConj ||||||||neut||mwes|sing||||dem|||||g||p|v
ce_qu’|ce1|HOC||pronoun|SConj ||||||||neut||mwes|sing||||dem|||||g||p|v
ce_q’|ce1|HOC||pronoun|SConj ||||||||neut||mwes|sing||||dem|||||g||p|v
celebrer|celebrer|CELEBER||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
celeement|celeement|CELARE||adverb||||man|||||||||||||||||g||p|v
celer|celer|CELARE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
cele|cel|ILLE||determiner||||||||dem|fem|||sing|||||||||g||p|v
celi|cel|ILLE||pronoun|||||||||fem|||sing||||dem|||||g||p|v
celle|cel|ILLE||pronoun|||||||||fem|||plur||||dem|||||g||p|v
celle|cel|ILLE||pronoun|||||||||fem|||sing||||dem|||||g||p|v
celonc|selonc|SECUNDUS||adposition|||||||||||||||||||||g||p|v
cels_qe|cel|ILLE||pronoun|Pron|||||nom|||masc||mwes|plur||||dem|||||g||p|v
cels_qi|cel|ILLE||pronoun|Pron|||||nom|||masc||mwes|plur||||dem|||||g||p|v
cels|cel|ILLE||pronoun||||||acc|||masc|||plur||||dem|||||g||p|v
cels|cel|ILLE||pronoun||||||nom|||masc|||plur||||dem|||||g||p|v
celui_qe|cil|ILLE||pronoun|SConj |||||nom|||masc|||sing||||dem|||||g||p|v
celui_qi|cil|ILLE||pronoun|SConj |||||nom|||masc||mwes|sing||||dem|||||g||p|v
celui|cel|ILLE||determiner||||||acc||dem|masc|||sing|||||||||g||p|v
celui|cel|ILLE||pronoun||||||nom|||masc|||sing||||dem|||||g||p|v
celui|cel|ILLE||pronoun||||||acc|||masc|||sing||||dem|||||g||p|v
celui|cel|ILLE||determiner||||||nom||dem|masc|||sing|||||||||g||p|v
cel|tel|TALIS||determiner||||||||ind|fem|||sing|||||||||g||p|v
cent|cent|CENTUM||numeral|||||||||||||card||||||||g||p|v
cercle|cercle|CIRCULUS||noun||||||nom|||masc|||sing|||||||||g||p|v
cerf|cerf|CERVUS||noun||||||acc|||masc|||sing|||||||||g||p|v
ceront|estre|ESSE||verb|compPass||||||||||mwes|plur|||3|||fut|ind||g||p|v
cersoit|cerchier|CIRCARE||verb||||||||||imp||sing|||3||trans||ind|act|g||p|v
certainement|certainement|CERTUS||adverb|||||||||||||||||||||g||p|v
certaine|certain|CERTUS||adjective|||||||||fem|||sing|||||||||g||p|v
certes|certes|CERTUS||adverb|||||||||||||||||||||g||p|v
cert|cert|CERTUS||adjective|Adv||||||||neut|||sing|||||||||g||p|v
ceste|cest|ISTE||determiner||||||||dem|fem|||sing|||||||||g||p|v
ceste|cest|ISTE||determiner||||||||dem|fem|||plur|||||||||g||p|v
ceste|cest|ISTE||pronoun|||||||||fem|||sing||||dem|||||g||p|v
cestui|cest|ISTE||pronoun||||||acc|||masc|||sing||||dem|||||g||p|v
cestui|cest|ISTE||determiner||||||nom||dem|masc|||sing|||||||||g||p|v
cestui|cest|ISTE||determiner||||||acc||dem|masc|||sing|||||||||g||p|v
cestui|cest|ISTE||pronoun||||||nom|||masc|||sing||||dem|||||g||p|v
cest|cest|ISTE||determiner||||||||dem|fem|||sing|||||||||g||p|v
ces|ce2|ISTE||determiner||||||acc||dem|masc|||plur|||||||||g||p|v
ces|ce2|ISTE||determiner||||||||dem|fem|||plur|||||||||g||p|v
ces|suen|SUUS||determiner||||||nom||poss|masc|||plur|||||||||g||p|v
ces|suen|SUUS||determiner||||||acc||poss|masc|||plur|||||||||g||p|v
ces|suen|SUUS||determiner||||||||poss|fem|||plur|||||||||g||p|v
ces|ce2|ISTE||pronoun||||||nom|||masc|||plur||||dem|||||g||p|v
ces|ce2|ISTE||determiner||||||nom||dem|masc|||plur|||||||||g||p|v
ce|ce1|HOC||pronoun||||||acc|||neut|||sing||||dem|||||g||p|v
ce|se|SI||subordinating conjunction|||||||||||||||||||||g||p|v
ce|ce1|HOC||pronoun||||||nom|||neut|||sing||||dem|||||g||p|v
chabre|chambre1|CAMERA||noun|||||||||fem|||sing|||||||||g||p|v
